Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
36329818,"Legendary (Caraval, #2)",Stephanie Garber,"Garber, Stephanie",,"=""125009531X""","=""9781250095312""",5,4.21,Flatiron Books,Hardcover,451,2018,2018,2021/12/17,2021/12/11,,,read,,,,1,0
17837762,Uzumaki,Junji Ito,"Ito, Junji",,"=""1421561328""","=""9781421561325""",4,4.44,VIZ Media,Hardcover,653,2013,2000,2021/12/12,2021/12/11,,,read,,,,2,0
27883214,"Caraval (Caraval, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1250095255""","=""9781250095251""",5,4.00,Flatiron Books,Hardcover,407,2017,2016,2021/12/11,2021/12/07,,,read,,,,1,0
31776292,Frankenstein,Junji Ito,"Ito, Junji",,"=""8416746915""","=""9788416746910""",0,3.99,ECC,Paperback,192,2016,1999,,2021/12/11,to-read,to-read (#81),to-read,,,,0,0
40816622,Smashed: Junji Ito Story Collection,Junji Ito,"Ito, Junji",,"=""1421598469""","=""9781421598468""",0,4.14,VIZ Media LLC,Hardcover,416,2019,,,2021/12/11,to-read,to-read (#80),to-read,,,,0,0
54663469,Avatar: The Last Airbender: Toph Beifong's Metalbending Academy (Avatar: The Last Airbender),Faith Erin Hicks,"Hicks, Faith Erin","Peter Wartman, Adele Matera","=""1506717128""","=""9781506717128""",0,4.10,Dark Horse Books,Paperback,80,2021,2021,,2021/12/11,to-read,to-read (#79),to-read,,,,0,0
57282218,"Lore Olympus: Volume One (Lore Olympus, #1)",Rachel  Smythe,"Smythe, Rachel",,"=""0593160290""","=""9780593160299""",0,4.32,Del Rey,Hardcover,384,2021,2021,,2021/12/11,to-read,to-read (#78),to-read,,,,0,0
53138095,"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""168119628X""","=""9781681196282""",0,4.44,Bloomsbury Publishing,Hardcover,757,2021,2021,,2021/12/11,to-read,to-read (#77),to-read,,,,0,0
56030267,"The Keeper of Night (The Keeper of Night, #1)",Kylie Lee Baker,"Baker, Kylie Lee",,"=""1335405666""","=""9781335405661""",0,3.65,Inkyard Press,Hardcover,393,2021,2021,,2021/12/09,to-read,to-read (#76),to-read,,,,0,0
58619362,Sensor,Junji Ito,"Ito, Junji",,"=""""","=""""",5,3.59,VIZ Media: VIZ Signature,Kindle Edition,240,2021,2019,2021/12/10,2021/12/10,,,read,,,,1,0
53287484,"Midnight Sun (The Twilight Saga, #5)",Stephenie Meyer,"Meyer, Stephenie",,"=""031670704X""","=""9780316707046""",2,3.73,"Little, Brown Books for Young Readers",Hardcover,658,2020,2020,2021/12/10,2021/12/07,,,read,DNF.... the first couple chapters were so good for the twilight nostalgia but Edwards's inner monologue was absolutely insufferable.,,,1,0
54110592,How Do You Live?,Genzaburo Yoshino,"Yoshino, Genzaburo","Neil Gaiman, Bruno Navasky","=""1616209771""","=""9781616209773""",0,4.03,Algonquin Young Readers,Hardcover,288,2021,1937,,2021/12/09,to-read,to-read (#75),to-read,,,,0,0
56179382,Comfort Me with Apples,Catherynne M. Valente,"Valente, Catherynne M.",,"=""1250816211""","=""9781250816214""",4,3.60,Tordotcom,Hardcover,103,2021,2021,,2021/12/07,,,read,,,,1,0
56614597,"Gilded (Gilded, #1)",Marissa Meyer,"Meyer, Marissa",,"=""1250618843""","=""9781250618849""",0,3.91,Feiwel and Friends,Hardcover,502,2021,2021,,2021/12/07,to-read,to-read (#74),to-read,,,,0,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",3,3.68,Penguin Books,Paperback,289,2019,2018,2021/12/07,2021/12/04,,,read,,,,1,0
50520939,"The Atlas Six (The Atlas, #1)",Olivie Blake,"Blake, Olivie",,"=""""","=""""",5,3.68,,Kindle Edition,556,2020,2020,2021/12/06,2021/10/05,,,read,,,,1,0
18693771,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""0670785938""","=""9780670785933""",0,4.44,Viking,Hardcover,464,2014,2014,2021/12/06,2021/07/14,,,read,,,,1,0
22221460,Overcoming Social Anxiety: Step by Step,Thomas A. Richards,"Richards, Thomas A.","Justin R. Bashore, Zach D. Brown","=""1497584566""","=""9781497584563""",0,4.27,Createspace Independent Publishing Platform,Paperback,306,2014,2014,,2021/11/13,to-read,to-read (#73),to-read,,,,0,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",3,4.01,Norton,Paperback,488,1986,1897,2021/11/09,2021/08/20,,,read,,,,1,0
15729539,NOS4A2,Joe Hill,"Hill, Joe",,"=""0062200577""","=""9780062200570""",3,4.08,William Morrow,Hardcover,692,2013,2013,2021/11/09,2021/10/06,,,read,,,,1,0
58254061,Elektra,Jennifer Saint,"Saint, Jennifer",,"=""1472273915""","=""9781472273918""",0,3.72,Wildfire,Hardcover,341,2022,2022,,2021/10/27,to-read,to-read (#72),to-read,,,,0,0
54860614,Ariadne,Jennifer Saint,"Saint, Jennifer",,"=""125077358X""","=""9781250773586""",0,3.82,Flatiron Books,Hardcover,320,2021,2021,,2021/10/27,to-read,to-read (#71),to-read,,,,0,0
43615,"The Gunslinger (The Dark Tower, #1)",Stephen King,"King, Stephen",,"=""""","=""""",0,3.93,Plume,Paperback,231,2003,1982,,2021/10/26,to-read,to-read (#70),to-read,,,,0,0
11570,Dreamcatcher,Stephen King,"King, Stephen",,"=""2226131906""","=""9782226131904""",0,3.65,,Paperback,688,2002,2001,,2021/10/26,to-read,to-read (#69),to-read,,,,0,0
848441,Carrie / The Tommyknockers,stephen-king,"stephen-king, stephen-king",,"=""0340623357""","=""9780340623350""",0,4.20,Hodder and Stoughton,Hardcover,785,1994,1988,,2021/10/26,to-read,to-read (#68),to-read,,,,0,0
6604712,Eating Animals,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0316069906""","=""9780316069908""",0,4.21,"Little, Brown and Company",Hardcover,341,2009,2009,,2021/10/22,to-read,to-read (#67),to-read,,,,0,0
59013835,Mortals: How the Fear of Death Shaped Human Society,Rachel E. Menzies,"Menzies, Rachel E.",Ross G. Menzies,"=""""","=""""",0,4.02,Allen & Unwin,Kindle Edition,,2021,2021,,2021/10/17,to-read,to-read (#66),to-read,,,,0,0
10614,Misery,Stephen King,"King, Stephen",,"=""0450417395""","=""9780450417399""",5,4.21,New English Library,Paperback,370,1988,1987,2021/10/15,2021/10/12,,,read,,,,1,0
31409135,The Radium Girls: The Dark Story of America’s Shining Women,Kate  Moore,"Moore, Kate",,"=""149264935X""","=""9781492649359""",0,4.15,Sourcebooks,Hardcover,479,2017,2017,,2021/10/13,to-read,to-read (#65),to-read,,,,0,0
12232938,The Lovely Bones,Alice Sebold,"Sebold, Alice",,"=""0316166685""","=""9780316166683""",4,3.85,"Little, Brown and Company",Mass Market Paperback,372,2006,2002,2021/10/12,2021/07/25,,,read,,,,1,0
56304423,White Smoke,Tiffany D. Jackson,"Jackson, Tiffany D.",,"=""006302909X""","=""9780063029095""",0,3.85,Katherine Tegen Books,Hardcover,373,2021,2021,,2021/10/05,to-read,to-read (#64),to-read,,,,0,0
52275335,How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need,Bill  Gates,"Gates, Bill",,"=""0241448301""","=""9780241448304""",0,4.14,Allen Lane,Hardcover,272,2021,2021,,2021/10/04,to-read,to-read (#63),to-read,,,,0,0
56554628,Bad Fat Black Girl: Notes from a Trap Feminist,Sesali Bowen,"Bowen, Sesali",,"=""0063028700""","=""9780063028708""",0,4.48,Amistad,Hardcover,272,2021,2021,,2021/10/04,to-read,to-read (#62),to-read,,,,0,0
25953369,Hidden Figures,Margot Lee Shetterly,"Shetterly, Margot Lee",,"=""""","=""""",0,3.97,William Morrow Paperbacks,Paperback,349,2016,2016,,2021/10/03,to-read,to-read (#61),to-read,,,,0,0
89723,The Lottery and Other Stories,Shirley Jackson,"Jackson, Shirley",A.M. Homes,"=""0374529531""","=""9780374529536""",0,4.04,"Farrar, Straus and Giroux",Paperback,302,2005,1949,,2021/10/03,to-read,to-read (#60),to-read,,,,0,0
89717,The Haunting of Hill House,Shirley Jackson,"Jackson, Shirley",,"=""0143039989""","=""9780143039983""",0,3.82,Penguin Classics,Paperback,182,2006,1959,,2021/10/03,to-read,to-read (#59),to-read,,,,0,0
22609341,Come as You Are: The Surprising New Science that Will Transform Your Sex Life,Emily Nagoski,"Nagoski, Emily",,"=""1476762090""","=""9781476762098""",0,4.30,Simon & Schuster,Paperback,400,2015,2015,,2021/10/01,to-read,to-read (#58),to-read,,,,0,0
40605223,I'm Thinking of Ending Things,Iain Reid,"Reid, Iain",,"=""""","=""""",4,3.58,Gallery/Scout Press,Kindle Edition,241,2016,2016,2021/09/28,2021/08/31,,,read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",4,4.45,Atria Books,Hardcover,389,2017,2017,2021/09/24,2021/07/14,,,read,,,,1,0
20995,The Art of Seduction,Robert Greene,"Greene, Robert","Мариана Мелнишка, Робърт Грийн","=""1861977697""","=""9781861977694""",0,3.99,Penguin,Paperback,466,2001,2001,,2021/09/23,to-read,to-read (#57),to-read,,,,0,0
56769614,Poison for Breakfast,Lemony Snicket,"Snicket, Lemony",,"=""1324090626""","=""9781324090625""",0,3.87,Liveright,Hardcover,158,2021,2021,,2021/09/23,to-read,to-read (#56),to-read,,,,0,0
40796117,Diary Of A Murderer: And Other Stories,Kim Young-ha,"Young-ha, Kim",Krys Lee,"=""1328545423""","=""9781328545428""",0,3.75,Mariner Books,Paperback,208,2019,2019,,2021/09/21,to-read,to-read (#55),to-read,,,,0,0
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619634449""","=""9781619634442""",0,4.20,Bloomsbury USA Childrens,Hardcover,432,2015,2015,,2021/09/20,to-read,to-read (#54),to-read,,,,0,0
117564,The Trouble With Being Born,Emil M. Cioran,"Cioran, Emil M.",Richard Howard,"=""""","=""""",0,4.12,Arcade Publishing,Paperback,224,1998,1973,,2021/09/16,to-read,to-read (#53),to-read,,,,0,0
21966739,"Wizards: The Myths, Legends, and Lore",Aubrey Sherman,"Sherman, Aubrey",,"=""1440582882""","=""9781440582882""",0,3.33,Adams Media,Hardcover,224,2014,2014,,2021/09/01,to-read,to-read (#52),to-read,,,,0,0
199519,The Tibetan Yogas Of Dream And Sleep,Tènzin Wangyal Rinpoché,"Rinpoché, Tènzin Wangyal",Mark Dahlby,"=""1559391014""","=""9781559391016""",0,4.23,Snow Lion,Paperback,224,1998,1998,,2021/09/01,to-read,to-read (#51),to-read,,,,0,0
8921,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,"Doyle, Arthur Conan","Anne Perry, Lígia Junqueira, Mark Hallaq","=""""","=""""",0,4.13,Signet,Mass Market Paperback,256,2001,1901,,2021/08/20,to-read,to-read (#50),to-read,,,,0,0
34728925,"The Strange Case of the Alchemist's Daughter (The Extraordinary Adventures of the Athena Club, #1)",Theodora Goss,"Goss, Theodora",,"=""1534409637""","=""9781534409637""",0,3.82,Saga Press,Paperback,402,2017,2017,,2021/08/20,to-read,to-read (#49),to-read,,,,0,0
67238,Dead Poets Society,N.H. Kleinbaum,"Kleinbaum, N.H.",Tom Schulman,"=""0553282980""","=""9780553282986""",0,4.19,Starfire,Paperback,166,1998,1988,,2021/08/20,to-read,to-read (#48),to-read,,,,0,0
853510,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,"=""0007119313""","=""9780007119318""",0,4.20,HarperCollins,Paperback,274,2007,1934,,2021/08/20,to-read,to-read (#47),to-read,,,,0,0
51496,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Dan Chaon, Jerome Charyn, Simon Vestdijk","=""0451528956""","=""9780451528957""",0,3.83,Signet Classic,Mass Market Paperback,139,2003,1886,,2021/08/20,to-read,to-read (#46),to-read,,,,0,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte Gordon,"=""""","=""""",0,3.85,Penguin Classics,Paperback,260,2018,1818,,2021/08/20,to-read,to-read (#45),to-read,,,,0,0
36586697,Queenie,Candice Carty-Williams,"Carty-Williams, Candice",,"=""""","=""""",0,3.87,Orion Publishing,Hardcover,330,2019,2019,,2021/08/19,to-read,to-read (#44),to-read,,,,0,0
50892338,"Legendborn (Legendborn, #1)",Tracy Deonn,"Deonn, Tracy",,"=""1534441603""","=""9781534441606""",4,4.40,Margaret K. McElderry Books,Hardcover,501,2020,2020,2021/08/15,2021/08/12,,,read,4.5 ,,,1,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",0,4.36,Ecco,Paperback,408,2012,2011,,2021/08/15,to-read,to-read (#43),to-read,,,,0,0
31196,The Razor's Edge,W. Somerset Maugham,"Maugham, W. Somerset",,"=""1400034205""","=""9781400034208""",0,4.19,Vintage International,Paperback,314,2003,1944,,2021/08/14,to-read,to-read (#42),to-read,,,,0,0
25733573,Reasons to Stay Alive,Matt Haig,"Haig, Matt",,"=""0143128728""","=""9780143128724""",0,4.09,Penguin Life,Paperback,256,2016,2015,,2021/08/13,to-read,to-read (#41),to-read,,,,0,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,2021/08/12,2021/08/11,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.58,Scholastic Inc.,Paperback,652,2006,2005,2021/08/11,2021/08/10,,,read,,,,1,0
6413788,Last Night I Sang to the Monster,Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",Benjamin  Alire Saénz,"=""1933693584""","=""9781933693583""",0,4.24,Cinco Puntos Press,Hardcover,239,2009,2009,,2021/08/11,to-read,to-read (#40),to-read,,,,0,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",4,4.50,Scholastic Inc.,Paperback,912,2004,2003,2021/08/10,2021/08/08,,,read,,,,1,0
42603984,Ace of Spades,Faridah Àbíké-Íyímídé,"Àbíké-Íyímídé, Faridah",,"=""1474967531""","=""9781474967532""",0,4.21,Usborne ,Paperback,470,2021,2021,,2021/08/10,to-read,to-read (#39),to-read,,,,0,0
55797605,Sweethand (Island Bites #1),N.G. Peltier,"Peltier, N.G.",,"=""0349429758""","=""9798682846733""",0,3.53,Piatkus,Paperback,368,2021,2021,,2021/08/10,to-read,to-read (#38),to-read,,,,0,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay","=""""","=""""",5,4.56,Scholastic,Paperback,734,2002,2000,2021/08/08,2021/08/06,,,read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,2021/08/06,2021/08/05,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,2021/08/05,2021/08/02,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,2021/08/02,2019/03/09,,,read,,,,1,0
39085455,The Taking of Jake Livingston,Ryan Douglass,"Douglass, Ryan",,"=""198481253X""","=""9781984812537""",0,3.46,Putnam,Hardcover,246,2021,2021,,2021/07/30,to-read,to-read (#37),to-read,,,,0,0
55648820,Seven Days in June,Tia Williams,"Williams, Tia",,"=""""","=""""",5,4.06,Grand Central Publishing,Hardcover,336,2021,2021,2021/07/30,2021/07/19,,,read,,,,1,0
923950,The Highly Sensitive Person: How to Thrive When the World Overwhelms You,Elaine N. Aron,"Aron, Elaine N.",,"=""0553062182""","=""9780553062182""",0,3.86,Harmony,Paperback,251,1997,1997,,2021/07/27,to-read,to-read (#36),to-read,,,,0,0
55628986,Unwinding Anxiety: New Science Shows How to Break the Cycles of Worry and Fear to Heal Your Mind,Judson Brewer,"Brewer, Judson",,"=""0593330447""","=""9780593330449""",0,3.93,Avery,Hardcover,287,2021,2021,,2021/07/27,to-read,to-read (#35),to-read,,,,0,0
241823,Women Who Run With the Wolves,Clarissa Pinkola Estés,"Estés, Clarissa Pinkola",,"=""0345409876""","=""9780345409874""",5,4.13,Ballantine Books,Paperback,537,1995,1992,2021/07/26,2019/03/15,,,read,,,,1,0
56186509,Pleasantview,Celeste Mohammed,"Mohammed, Celeste",,"=""1632462028""","=""9781632462022""",0,4.30, Ig Publishing,Paperback,240,2021,2021,,2021/07/25,to-read,to-read (#34),to-read,,,,0,0
74720,The Beatrice Letters (A Series of Unfortunate Events),Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0060586583""","=""9780060586584""",3,3.77,HarperCollins,Hardcover,72,2006,2006,,2021/07/25,,,read,,,,1,0
65112,"The End (A Series of Unfortunate Events, #13)",Lemony Snicket,"Snicket, Lemony",,"=""0064410161""","=""9780064410168""",4,4.03,HarperCollins Publishers,Hardcover,357,2006,2006,,2021/07/25,,,read,,,,1,0
65110,"The Penultimate Peril (A Series of Unfortunate Events, #12)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410153""","=""9780064410151""",4,4.07,HarperCollins Publishers,Hardcover,353,2005,2005,,2021/07/25,,,read,,,,1,0
65111,"The Grim Grotto (A Series of Unfortunate Events, #11)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410145""","=""9780064410144""",4,4.02,HarperCollins Publishers,Hardcover,323,2004,2004,,2021/07/25,,,read,,,,1,0
150037,"The Vile Village (A Series of Unfortunate Events, #7)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0060566221""","=""9780060566227""",4,3.97,HarperCollins Publishers ,Hardcover,272,2001,2001,,2021/07/25,,,read,,,,1,0
65118,"The Hostile Hospital (A Series of Unfortunate Events, #8)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""1405206128""","=""9781405206129""",4,3.99,Egmont,Hardcover,272,2003,2001,,2021/07/25,,,read,,,,1,0
78418,"The Reptile Room (A Series of Unfortunate Events, #2)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""""","=""""",4,4.00,"Scholastic, Inc.",Paperback,192,1999,1999,,2021/07/25,,,read,,,,1,0
172327,"The Ersatz Elevator (A Series of Unfortunate Events, #6)",Lemony Snicket,"Snicket, Lemony",Tim Curry,"=""0060566213""","=""9780060566210""",4,4.05,HarperCollins Publishers ,Hardcover,259,2001,2001,,2021/07/25,,,read,,,,1,0
65119,"The Miserable Mill (A Series of Unfortunate Events, #4)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439272637""","=""9780439272636""",4,3.86,"Scholastic, Inc.",Paperback,194,2000,2000,,2021/07/25,,,read,,,,1,0
438492,"The Wide Window (A Series of Unfortunate Events, #3)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064407683""","=""9780064407687""",4,3.95,HarperCollins Publishers,Hardcover,214,2000,2000,,2021/07/25,,,read,,,,1,0
297792,"The Slippery Slope (A Series of Unfortunate Events, #10)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410137""","=""9780064410137""",4,4.04,HarperCollins Publishers,Hardcover,337,2003,2003,,2021/07/25,,,read,,,,1,0
324277,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",Lemony Snicket,"Snicket, Lemony","Brett Helquist, Michael Kupperman","=""0064410129""","=""9780064410120""",4,4.00,HarperCollins Publishers,Hardcover,286,2002,2002,,2021/07/25,,,read,,,,1,0
131123,"The Austere Academy (A Series of Unfortunate Events, #5)",Lemony Snicket,"Snicket, Lemony","Brett Helquist, Michael Kupperman","=""0064408639""","=""9780064408639""",4,4.00,HarperCollins,Hardcover,221,2000,2000,,2021/07/25,,,read,,,,1,0
78411,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439206472""","=""9780439206471""",4,3.99,"Scholastic, Inc.",Paperback,176,1999,1999,,2021/07/25,,,read,,,,1,0
18247597,"The Tower of the Swallow (The Witcher, #4)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,"=""1473211565""","=""9781473211568""",0,4.23,Gollancz,Paperback,448,2016,1997,,2021/07/23,to-read,to-read (#33),to-read,,,,0,0
33124137,Pet Sematary,Stephen King,"King, Stephen",,"=""""","=""""",0,4.05,Scribner,Kindle Edition,580,2014,1983,,2021/07/24,to-read,to-read (#32),to-read,,,,0,0
49976087,"Take a Hint, Dani Brown (The Brown Sisters, #2)",Talia Hibbert,"Hibbert, Talia",,"=""0062941259""","=""9780062941251""",4,4.04,Avon,ebook,400,2020,2020,2021/07/23,2021/07/16,,,read,,,,1,0
55829194,The Final Girl Support Group,Grady Hendrix,"Hendrix, Grady",,"=""059320123X""","=""9780593201237""",0,3.54,Berkley,Hardcover,342,2021,2021,,2021/07/22,to-read,to-read (#31),to-read,,,,0,0
55290201,What Girls Do in the Dark,Rosie Garland,"Garland, Rosie",,"=""1913437051""","=""9781913437053""",0,3.82,Nine Arches Press,Paperback,80,2020,2020,,2021/07/22,to-read,to-read (#30),to-read,,,,0,0
112204,The Complete Poems of Emily Dickinson,Emily Dickinson,"Dickinson, Emily","Thomas H. Johnson, Mabel Loomis Todd, Thomas Wentworth Higgins","=""""","=""""",0,4.26,"Little, Brown and Company",Paperback,716,1976,1890,,2021/07/22,to-read,to-read (#29),to-read,,,,0,0
52892857,The Color Purple,Alice Walker,"Walker, Alice",,"=""0143135694""","=""9780143135692""",0,4.26,Penguin Books,Paperback,304,2019,1982,,2021/07/22,to-read,to-read (#28),to-read,,,,0,0
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,"=""0517189607""","=""9780517189603""",0,4.15,Children's Classics,Hardcover,331,1998,1911,,2021/07/22,,,read,,,,1,0
18135,Romeo and Juliet,William Shakespeare,"Shakespeare, William",,"=""""","=""""",0,3.74,Washington Square Press,Mass Market Paperback,281,2002,1597,,2021/07/22,,,read,,,,1,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",4,4.14,Penguin,Paperback,532,2003,1847,,2021/07/22,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",0,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,2021/07/22,to-read,to-read (#27),to-read,,,,0,0
52516332,Clap When You Land,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""0062882767""","=""9780062882769""",0,4.26,HarperTeen ,Hardcover,432,2020,2020,,2021/07/22,to-read,to-read (#26),to-read,,,,0,0
38739562,With the Fire on High,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""0062662856""","=""9780062662859""",0,4.19,Quill Tree Books,ebook,400,2019,2019,,2021/07/22,to-read,to-read (#25),to-read,,,,0,0
41150487,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,"=""""","=""""",0,4.11,St. Martin's Griffin,Paperback,448,2019,2019,,2021/07/22,to-read,to-read (#24),to-read,,,,0,0
53152636,Mexican Gothic,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""""","=""""",4,3.68,Del Rey,Hardcover,320,2020,2020,2021/07/21,2021/07/19,,,read,,,,1,0
53152673,This Is Pleasure: A Story,Mary Gaitskill,"Gaitskill, Mary",,"=""1524749133""","=""9781524749132""",0,3.47,Pantheon,Hardcover,83,2019,2019,,2021/07/21,to-read,to-read (#23),to-read,,,,0,0
830502,It,Stephen King,"King, Stephen",,"=""0450411435""","=""9780450411434""",5,4.25,New English Library,Paperback,1168,1987,1986,2021/07/18,2021/07/14,,,read,,,,1,0
67522,The Collected Poems of Emily Dickinson,Emily Dickinson,"Dickinson, Emily",Rachel Wetzsteon,"=""1593080506""","=""9781593080501""",0,4.23,Sterling Publishing,Paperback,400,2003,1924,,2021/07/21,to-read,to-read (#22),to-read,,,,0,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",3,4.13,Anchor Books,Paperback,314,1998,1985,2021/07/20,2021/07/18,,,read,,,,2,0
54304125,The Final Revival of Opal & Nev,Dawnie Walton,"Walton, Dawnie",,"=""198214016X""","=""9781982140168""",0,3.85,37 Ink,Hardcover,368,2021,2021,,2021/07/20,to-read,to-read (#21),to-read,,,,0,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",0,4.40,Penguin Books,Paperback,601,2002,1952,,2021/07/20,to-read,to-read (#20),to-read,,,,0,0
16143347,We Were Liars,E. Lockhart,"Lockhart, E.",,"=""""","=""""",0,3.70,Delacorte Press,Kindle Edition,242,2014,2014,,2021/07/20,to-read,to-read (#19),to-read,,,,0,0
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.21,Grand Central Publishing,Paperback,345,2000,1993,,2021/07/19,to-read,to-read (#18),to-read,,,,0,0
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",0,4.14,Signet Classics,Paperback,449,2004,1868,,2021/07/19,to-read,to-read (#17),to-read,,,,0,0
40874032,"Vicious (Villains, #1)",V.E. Schwab,"Schwab, V.E.",,"=""""","=""""",0,4.23,Tor Books,Kindle Edition,366,2013,2013,,2021/07/19,to-read,to-read (#15),to-read,,,,0,0
48838041,If It Bleeds,Stephen King,"King, Stephen",,"=""1982150297""","=""9781982150297""",0,4.00,Scribner,Hardcover,436,2020,2020,,2021/07/19,to-read,to-read (#14),to-read,,,,0,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",0,4.07,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,2021/07/19,to-read,to-read (#13),to-read,,,,0,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",0,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2021/07/19,to-read,to-read (#12),to-read,,,,0,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.61,Orion Children's Books,Kindle Edition,561,2016,2016,,2021/07/19,to-read,to-read (#11),to-read,,,,0,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.50,Henry Holt & Company,Hardcover,465,2015,2015,,2021/07/19,to-read,to-read (#10),to-read,,,,0,0
