Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
39704483,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin",,"=""""","=""""",0,4.25,HarperCollins e-books,Kindle Edition,640,2009,1949,,2022/05/31,to-read,to-read (#287),to-read,,,,0,0
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",0,4.21,Bantam Books,Paperback,226,1998,1988,,2021/07/19,currently-reading,currently-reading (#4),currently-reading,,,,1,0
42201997,What My Mother and I Don't Talk About: Fifteen Writers Break the Silence,Michele Filgate,"Filgate, Michele",,"=""1982107340""","=""9781982107345""",0,3.82,Simon & Schuster,Hardcover,288,2019,2019,,2022/04/26,to-read,to-read (#286),to-read,,,,0,0
18873041,Carrie,Stephen King,"King, Stephen",,"=""""","=""""",0,3.98,Hodder & Stoughton,Kindle Edition,306,2007,1974,,2021/07/20,currently-reading,currently-reading (#3),currently-reading,,,,1,0
57912066,"The Atlas Paradox (The Atlas, #2)",Olivie Blake,"Blake, Olivie",,"=""""","=""""",1,3.64,Tor Books,Kindle Edition,397,2022,2022,,2022/12/24,to-read,to-read (#285),to-read,,,,1,0
11607,The Running Man,Richard Bachman,"Bachman, Richard",Stephen King,"=""0451197968""","=""9780451197962""",0,3.89,Signet,Paperback,317,1999,1982,,2023/06/04,to-read,to-read (#284),to-read,,,,0,0
6320534,Under the Dome,Stephen King,"King, Stephen",,"=""1439148503""","=""9781439148501""",0,3.92,Scribner,Hardcover,1074,2009,2009,,2023/06/04,to-read,to-read (#283),to-read,,,,0,0
10644930,11/22/63,Stephen King,"King, Stephen",,"=""1451627289""","=""9781451627282""",5,4.33,Scribner,Hardcover,849,2011,2011,2023/06/03,2021/08/06,,,read,,,,1,0
12011554,"The Likeness (Dublin Murder Squad, #2)",Tana French,"French, Tana",,"=""""","=""""",0,4.06,Hodder & Stoughton,Kindle Edition,574,2008,2008,,2021/08/13,currently-reading,currently-reading (#2),currently-reading,,,,1,0
51704136,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0143135163""","=""9780143135166""",0,4.08,Penguin Books,Paperback,368,2020,2017,,2021/07/19,to-read,to-read (#16),to-read,,,,0,0
40591670,I Will Teach You to Be Rich: No Guilt. No Excuses. No BS. Just a 6-Week Program That Works,Ramit Sethi,"Sethi, Ramit",,"=""1523505745""","=""9781523505746""",0,4.15,Workman Publishing Company,Paperback,352,2019,2009,,2023/05/17,to-read,to-read (#282),to-read,,,,0,0
41881472,The Psychology of Money,Morgan Housel,"Housel, Morgan",,"=""""","=""""",0,4.37,Harriman House,Paperback,252,2020,2020,,2023/05/17,to-read,to-read (#281),to-read,,,,0,0
293617,Living Sober,Anonymous,"Anonymous, Anonymous",,"=""0916856046""","=""9780916856045""",0,4.33,AA World Services,Paperback,87,2002,1975,,2023/05/15,to-read,to-read (#280),to-read,,,,0,0
37754223,The Unexpected Joy of Being Sober,Catherine Gray,"Gray, Catherine",,"=""""","=""""",0,4.34,Aster,Kindle Edition,274,2017,2017,,2023/05/15,to-read,to-read (#279),to-read,,,,0,0
18866080,The Language of Letting Go: Daily Meditations on Codependency (Hazelden Meditation Series),Melody Beattie,"Beattie, Melody",,"=""""","=""""",0,4.35,Hazelden Publishing,Kindle Edition,401,2009,1990,,2023/05/09,currently-reading,currently-reading (#1),currently-reading,,,,1,0
58950736,The Chaos Machine: The Inside Story of How Social Media Rewired Our Minds and Our World,Max Fisher,"Fisher, Max",,"=""031670332X""","=""9780316703321""",0,4.34,"Little, Brown and Company",Hardcover,400,2022,2022,,2023/04/11,to-read,to-read (#278),to-read,,,,0,0
14096,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",Jon Kabat-Zinn,"Kabat-Zinn, Jon",,"=""1401307787""","=""9781401307783""",0,4.12,Hachette Books,Paperback,304,2005,1994,,2022/11/18,to-read,to-read (#277),to-read,,,,0,0
11104933,Willpower: Rediscovering the Greatest Human Strength,Roy F. Baumeister,"Baumeister, Roy F.",John Tierney,"=""1594203075""","=""9781594203077""",0,3.95,Penguin Press,Hardcover,291,2011,2011,,2023/03/16,to-read,to-read (#276),to-read,,,,0,0
59616977,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"Forte, Tiago",,"=""1982167386""","=""9781982167387""",0,4.10,Atria Books,Hardcover,272,2022,2022,,2023/03/16,to-read,to-read (#275),to-read,,,,0,0
58536046,Why Has Nobody Told Me This Before?,Julie      Smith,"Smith, Julie",,"=""0063227932""","=""9780063227934""",0,3.93,HarperOne,Hardcover,368,2022,2022,,2023/03/04,to-read,to-read (#274),to-read,,,,0,0
11505797,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,"McGuire, Jamie",,"=""""","=""""",0,4.03,Jamie McGuire,Kindle Edition,432,2011,2011,,2023/03/02,to-read,to-read (#273),to-read,,,,0,0
17410290,Stone Maidens,Lloyd Devereux Richards,"Richards, Lloyd Devereux",,"=""""","=""""",0,3.85,Thomas & Mercer,Kindle Edition,343,2012,2012,,2023/02/19,to-read,to-read (#272),to-read,,,,0,0
53345896,People From My Neighbourhood,Hiromi Kawakami,"Kawakami, Hiromi",Ted Goossen,"=""1846276985""","=""9781846276989""",0,3.58,Granta Books,Paperback,121,2020,2020,,2023/02/01,to-read,to-read (#271),to-read,,,,0,0
55987278,"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1250268397""","=""9781250268396""",0,4.13,Flatiron Books,Hardcover,416,2021,2021,,2021/12/09,to-read,to-read (#270),to-read,,,,0,0
29632242,Tomie,Junji Ito,"Ito, Junji",,"=""1421590565""","=""9781421590561""",0,4.13,VIZ Media,Hardcover,750,2016,1987,,2021/12/23,to-read,to-read (#269),to-read,,,,0,0
58330567,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,"Brown, Brené",Gavin Aung Than,"=""0399592555""","=""9780399592553""",0,4.33,Random House,Hardcover,301,2021,2021,,2022/12/27,to-read,to-read (#268),to-read,,,,0,0
56805404,Call Us What We Carry: Poems,Amanda Gorman,"Gorman, Amanda",,"=""0593465067""","=""9780593465066""",0,4.32,Viking ,Hardcover,228,2021,2021,,2022/12/27,to-read,to-read (#267),to-read,,,,0,0
58064046,Gallant,V.E. Schwab,"Schwab, V.E.",Manuel Sumberac,"=""0062835777""","=""9780062835772""",0,3.75,Greenwillow Books,Hardcover,334,2022,2022,,2022/12/27,to-read,to-read (#266),to-read,,,,0,0
60435878,Carrie Soto Is Back,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""0593158687""","=""9780593158685""",0,4.23,Ballantine Books,Hardcover,384,2022,2022,,2022/12/27,to-read,to-read (#265),to-read,,,,0,0
57876868,Things Have Gotten Worse Since We Last Spoke,Eric LaRocca,"LaRocca, Eric",,"=""""","=""""",0,3.01,Weirdpunk Books,Kindle Edition,120,2021,2021,,2022/12/27,to-read,to-read (#264),to-read,,,,0,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0593321200""","=""9780593321201""",0,4.24,Knopf,Hardcover,401,2022,2022,,2022/12/26,to-read,to-read (#263),to-read,,,,0,0
42036538,"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,"Muir, Tamsyn",,"=""1250313198""","=""9781250313195""",0,4.23,Tor,Hardcover,448,2019,2019,,2022/12/26,to-read,to-read (#262),to-read,,,,0,0
57390604,As Long as the Lemon Trees Grow,Zoulfa Katouh,"Katouh, Zoulfa",,"=""0316351377""","=""9780316351379""",0,4.52,"Little, Brown Books for Young Readers",Hardcover,432,2022,2022,,2022/12/26,to-read,to-read (#261),to-read,,,,0,0
56978100,The Girl Who Fell Beneath the Sea,Axie Oh,"Oh, Axie",Kuri Huang,"=""1250780861""","=""9781250780867""",0,4.15,Feiwel & Friends,Hardcover,325,2022,2022,,2022/12/26,to-read,to-read (#260),to-read,,,,0,0
54614599,First Person Singular: Stories,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0593318072""","=""9780593318072""",0,3.55,Knopf,Hardcover,245,2021,2020,,2022/12/26,to-read,to-read (#259),to-read,,,,0,0
50892212,"These Violent Delights (These Violent Delights, #1)",Chloe Gong,"Gong, Chloe",,"=""1534457690""","=""9781534457690""",0,3.90,Margaret K. McElderry Books,Hardcover,449,2020,2020,,2022/12/26,to-read,to-read (#258),to-read,,,,0,0
59365195,"Bloodmarked (Legendborn, #2)",Tracy Deonn,"Deonn, Tracy",,"=""1534441638""","=""9781534441637""",5,4.40,Simon Schuster Books for Young Readers,Hardcover,576,2022,2022,2022/12/26,2021/08/15,,,read,,,,1,0
15014,Crucial Conversations: Tools for Talking When Stakes are High,Kerry Patterson,"Patterson, Kerry","Stephen R. Covey, Joseph Grenny, Ron McMillan, Al Switzler","=""0071401946""","=""9780071401944""",0,4.06,McGraw-Hill,Paperback,240,2002,2002,,2022/12/23,to-read,to-read (#257),to-read,,,,0,0
16255653,The Enchiridion of Epictetus,Epictetus,"Epictetus, Epictetus",,"=""1617207985""","=""9781617207983""",5,4.24,SMK Books,Paperback,26,2014,125,2022/12/08,2022/09/15,,,read,,,,1,0
34536488,Principles: Life and Work,Ray Dalio,"Dalio, Ray",Jeremy Bobb,"=""1508243247""","=""9781508243243""",0,4.12,Simon & Schuster Audio,Audio CD,592,2017,2017,,2022/12/06,to-read,to-read (#256),to-read,,,,0,0
16130549,"Doctor Sleep (The Shining, #2)",Stephen King,"King, Stephen",,"=""1476727651""","=""9781476727653""",0,4.13,Scribner,Hardcover,531,2013,2013,,2022/11/22,to-read,to-read (#255),to-read,,,,0,0
11588,"The Shining (The Shining, #1)",Stephen King,"King, Stephen",,"=""0450040186""","=""9780450040184""",4,4.26,New English Library (Hodder & Stoughton) ,Paperback,659,1980,1977,2022/11/22,2022/10/06,,,read,,,,1,0
5128,The Doors of Perception / Heaven and Hell,Aldous Huxley,"Huxley, Aldous",,"=""0060595183""","=""9780060595180""",0,3.93,Harper Perennial Modern Classics,Paperback,187,2004,1956,,2022/11/22,to-read,to-read (#254),to-read,,,,0,0
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0965341984""","=""9780965341981""",0,4.15,Knopf,Paperback,607,1997,1994,,2022/11/06,to-read,to-read (#253),to-read,,,,0,0
34852851,Shiver: Selected Stories,Junji Ito,"Ito, Junji",,"=""1421596938""","=""9781421596938""",5,4.35,VIZ Media LLC,Hardcover,400,2017,2015,2022/10/11,2022/10/09,,,read,,,,1,0
43798285,The Institute,Stephen King,"King, Stephen",,"=""""","=""""",0,4.20,Scribner,Hardcover,561,2019,2019,,2022/10/11,to-read,to-read (#252),to-read,,,,0,0
9014,The Long Walk,Richard Bachman,"Bachman, Richard",Stephen King,"=""0451196716""","=""9780451196712""",4,4.09,Berkley,Mass Market Paperback,370,1999,1979,2022/10/07,2022/10/06,,,read,,,,1,0
44421460,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1529029589""","=""9781529029581""",0,3.73,Picador,Paperback,213,2019,2015,,2022/08/09,to-read,to-read (#251),to-read,,,,0,0
97411,Letters from a Stoic,Seneca,"Seneca, Seneca",Seneca,"=""0140442103""","=""9780140442106""",0,4.35,Penguin Books,Paperback,254,2004,65,,2022/08/16,to-read,to-read (#250),to-read,,,,0,0
17607,All About Love: New Visions,bell hooks,"hooks, bell",,"=""0688168442""","=""9780688168445""",3,4.08,William Morrow,Hardcover,240,1999,1999,2022/09/14,2022/05/14,,,read,,,,1,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham Verghese,"=""""","=""""",5,4.39,Random House,Kindle Edition,208,2016,2016,2022/09/09,2022/01/20,,,read,,,,1,0
59838811,Upgrade,Blake Crouch,"Crouch, Blake",,"=""0593157532""","=""9780593157534""",0,3.82,Ballantine Books,Hardcover,352,2022,2022,,2022/09/09,to-read,to-read (#249),to-read,,,,0,0
335090,Revolution from Within,Gloria Steinem,"Steinem, Gloria",,"=""0316812471""","=""9780316812474""",0,4.13,"Little, Brown and Company",Paperback,431,1993,1991,,2022/09/04,to-read,to-read (#248),to-read,,,,0,0
79352,Six Pillars of Self-Esteem,Nathaniel Branden,"Branden, Nathaniel",,"=""0553374397""","=""9780553374391""",0,4.11,Bantam,Paperback,341,1995,1994,,2022/09/04,to-read,to-read (#247),to-read,,,,0,0
52696537,If I Had Your Face,Frances Cha,"Cha, Frances",,"=""0593129466""","=""9780593129463""",5,3.75,Ballantine Books,Hardcover,288,2020,2020,2022/09/03,2021/12/09,,,read,,,,1,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",3,4.04,W.W. Norton & Company,Paperback,498,2005,1997,2022/08/28,2022/03/18,,,read,,,,1,0
25507389,"Priest (Priest, #1)",Sierra Simone,"Simone, Sierra",,"=""""","=""""",2,3.69,,Kindle Edition,354,2015,2015,2022/08/27,2022/08/20,,,read,,,,1,0
36355617,Your Silence Will Not Protect You: Essays and Poems,Audre Lorde,"Lorde, Audre","Sara Ahmed, Reni Eddo-Lodge","=""0995716226""","=""9780995716223""",0,4.63,Silver Press,Paperback,229,2017,2017,,2022/08/26,to-read,to-read (#246),to-read,,,,0,0
2459785,"In the Woods (Dublin Murder Squad, #1)",Tana French,"French, Tana",,"=""""","=""""",3,3.79,Penguin Books,Paperback,431,2008,2007,2022/08/20,2022/07/21,,,read,,,,1,0
6596,The Four Agreements,Miguel Ruiz,"Ruiz, Miguel",ภัทริณี เจริญจินดา,"=""1878424505""","=""9781878424501""",0,4.18,Amber-Allen Publishing,Hardcover,152,2001,1997,,2022/08/18,to-read,to-read (#245),to-read,,,,0,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",5,4.27,Penguin Books,Paperback,254,2006,180,2022/08/16,2022/06/14,,,read,This book changed my life. That is all.,,,1,0
32998876,101 Essays That Will Change The Way You Think,Brianna Wiest,"Wiest, Brianna",,"=""""","=""""",4,3.80,Thought Catalog Books,Kindle Edition,450,2016,2016,2022/08/16,2022/01/17,,,read,"Based on my own experience as well as reading through other reviews, this book is definitely best digested reading slowly, ( I did one chapter a day for the most part ) as it may become repetitive otherwise. As I am in a transitory period myself in many areas of my life, alot of this book resonated with me. However, I felt some of the chapters could have been excluded or presented differently (too many lists!!).",,,1,0
72657,Pedagogy of the Oppressed,Paulo Freire,"Freire, Paulo","Myra Bergman Ramos, Donaldo Macedo","=""0826412769""","=""9780826412768""",0,4.30,Continuum,Paperback,183,2000,1968,,2022/08/16,to-read,to-read (#244),to-read,,,,0,0
635635,"Women, Race & Class",Angela Y. Davis,"Davis, Angela Y.",,"=""0394713516""","=""9780394713519""",0,4.57,Knopf Doubleday Publishing Group,Paperback,271,1983,1981,,2022/08/16,to-read,to-read (#243),to-read,,,,0,0
399262,Happening,Annie Ernaux,"Ernaux, Annie",Tanya Leslie,"=""1583222561""","=""9781583222560""",0,4.33,Seven Stories Press,Hardcover,96,2001,2000,,2022/08/16,to-read,to-read (#242),to-read,,,,0,0
36992441,Talking to My Daughter about the Economy: A Brief History of Capitalism,Yanis Varoufakis,"Varoufakis, Yanis",Jacob Moe,"=""""","=""""",0,4.12,Bodley Head,Hardcover,288,2018,2013,,2022/08/16,to-read,to-read (#241),to-read,,,,0,0
52263433,"The Secret Place (Dublin Murder Squad, #5)",Tana French,"French, Tana",,"=""0143127519""","=""9780143127512""",0,3.85,Penguin Books,Paperback,541,2019,2014,,2022/08/11,to-read,to-read (#240),to-read,,,,0,0
34267285,"The Trespasser (Dublin Murder Squad, #6)",Tana French,"French, Tana",,"=""0143110381""","=""9780143110385""",0,3.98,Penguin Books,Paperback,464,2017,2016,,2022/08/11,to-read,to-read (#239),to-read,,,,0,0
16171207,"Broken Harbor (Dublin Murder Squad, #4)",Tana French,"French, Tana",,"=""""","=""""",0,3.95,Penguin,Paperback,450,2013,2012,,2022/08/11,to-read,to-read (#238),to-read,,,,0,0
7093952,"Faithful Place (Dublin Murder Squad, #3)",Tana French,"French, Tana",,"=""0670021873""","=""9780670021871""",0,3.99,Viking,Hardcover,400,2010,2010,,2022/08/11,to-read,to-read (#237),to-read,,,,0,0
55507254,I Hate Men,Pauline Harmange,"Harmange, Pauline",Natasha Lehrer,"=""0008457581""","=""9780008457587""",2,3.83,HarperCollins,Hardcover,80,2021,2020,,2022/08/08,,,read,,,,1,0
17601,"The Will to Change: Men, Masculinity, and Love",bell hooks,"hooks, bell",,"=""0743456084""","=""9780743456081""",0,4.39,Washington Square Press,Mass Market Paperback,208,2004,2003,,2022/08/05,to-read,to-read (#236),to-read,,,,0,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",2,4.12,Random House: Modern Library,Paperback,272,2004,1890,2022/08/05,2021/08/20,,,read,,,,1,0
26530355,Misbehaving: The Making of Behavioral Economics,Richard H. Thaler,"Thaler, Richard H.",,"=""039335279X""","=""9780393352795""",3,4.17,W. W. Norton & Company,Paperback,358,2016,2016,2022/08/04,2022/04/21,,,read,,,,1,0
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,"=""158049580X""","=""9781580495806""",0,4.18,Prestwick House,Paperback,76,2005,1895,,2022/07/31,to-read,to-read (#235),to-read,,,,0,0
59516880,Quarterlife: The Search for Self in Early Adulthood,Satya Doyle Byock,"Byock, Satya Doyle",,"=""0525511660""","=""9780525511663""",0,4.13,Random House,Hardcover,240,2022,,,2022/07/28,to-read,to-read (#234),to-read,,,,0,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",3,4.01,Vintage International,Paperback,159,1989,1942,2022/07/27,2022/07/07,,,read,,,,1,0
46132,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",,"=""0156628708""","=""9780156628709""",0,3.79,Mariner Books,Paperback,197,1990,1925,,2022/07/25,to-read,to-read (#233),to-read,,,,0,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""0143058142""","=""9780143058144""",0,4.26,Penguin,Paperback,671,2002,1866,,2022/07/25,to-read,to-read (#232),to-read,,,,0,0
60048960,"Sweet, Soft, Plenty Rhythm",Laura Warrell,"Warrell, Laura",,"=""0593316444""","=""9780593316443""",0,3.58,Pantheon,Hardcover,336,2022,2022,,2022/07/21,to-read,to-read (#231),to-read,,,,0,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,4.32,New York Review Books,Paperback,288,2006,1965,,2022/07/11,to-read,to-read (#230),to-read,,,,0,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",0,3.80,Back Bay Books,Paperback,277,2001,1951,,2021/07/22,to-read,to-read (#229),to-read,,,,1,0
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",2,4.22,MTV Books/Pocket Books,Paperback,213,1999,1999,2022/07/21,2022/03/09,,,read,,,,1,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",3,4.02,Vintage Books,Paperback,296,2000,1987,2022/07/19,2022/05/01,,,read,,,,1,0
13588356,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,"Brown, Brené",,"=""1592407331""","=""9781592407330""",0,4.29,Avery,Hardcover,287,2012,2012,,2022/07/16,to-read,to-read (#228),to-read,,,,0,0
35852435,Becoming Supernatural: How Common People are Doing the Uncommon,Joe Dispenza,"Dispenza, Joe",,"=""""","=""""",0,4.27,Hay House Inc.,Kindle Edition,375,2017,2017,,2022/07/16,to-read,to-read (#227),to-read,,,,0,0
194746,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""0811204812""","=""9780811204811""",4,4.04,New Directions,Paperback,177,1958,1948,2022/07/11,2022/04/18,,,read,,,,1,0
194740,The Setting Sun (New Directions Book),Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""0811200329""","=""9780811200325""",0,3.99,New Directions,Paperback,175,1968,1947,,2022/07/11,to-read,to-read (#226),to-read,,,,0,0
21853626,Undeniable: Evolution and the Science of Creation,Bill Nye,"Nye, Bill",,"=""1250007135""","=""9781250007131""",0,4.14,St. Martin's Press,Hardcover,309,2014,2014,,2022/07/11,to-read,to-read (#225),to-read,,,,0,0
97412,On the Shortness of Life: Life Is Long if You Know How to Use It (Penguin Great Ideas),Seneca,"Seneca, Seneca",C.D.N. Costa,"=""0143036327""","=""9780143036326""",0,4.19,Penguin Books,Paperback,106,2005,49,,2022/07/10,to-read,to-read (#224),to-read,,,,0,0
15893116,"The H Factor of Personality: Why Some People Are Manipulative, Self-Entitled, Materialistic, and Exploitative and Why It Matters for Everyone",Kibeom Lee,"Lee, Kibeom",Michael C. Ashton,"=""1554588340""","=""9781554588343""",0,4.04,Wilfrid Laurier University Press,Paperback,212,2012,2012,,2022/07/10,to-read,to-read (#223),to-read,,,,0,0
25330069,Socialism . . . Seriously: A Brief Guide to Human Liberation,Danny Katch,"Katch, Danny",,"=""1608465152""","=""9781608465156""",0,3.92,Haymarket Books,Paperback,250,2015,2015,,2022/07/09,to-read,to-read (#222),to-read,,,,0,0
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Jashar Awan,"=""""","=""""",0,4.32,Alfred A. Knopf,Hardcover,477,2013,2013,,2022/07/07,to-read,to-read (#221),to-read,,,,0,0
11337,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""0452287065""","=""9780452287068""",0,4.11,Plume,Paperback,216,2005,1970,,2022/07/07,to-read,to-read (#220),to-read,,,,0,0
30244626,4 3 2 1,Paul Auster,"Auster, Paul",,"=""1627794468""","=""9781627794466""",0,3.95,Henry Holt and Co.,Hardcover,866,2017,2017,,2022/07/07,to-read,to-read (#219),to-read,,,,0,0
43218722,How to Be an Anticapitalist in the Twenty-First Century,Erik Olin Wright,"Wright, Erik Olin",,"=""1788736052""","=""9781788736053""",0,3.97,Verso,Hardcover,176,2019,2019,,2022/07/07,to-read,to-read (#218),to-read,,,,0,0
52411999,Glitch Feminism: A Manifesto,Legacy Russell,"Russell, Legacy",,"=""""","=""9781786632661""",0,3.82,Verso,Paperback,178,2020,2020,,2022/07/07,to-read,to-read (#217),to-read,,,,0,0
54897741,The Disconnect: A Personal Journey Through the Internet,Róisín Kiberd,"Kiberd, Róisín",,"=""1788165772""","=""9781788165778""",0,4.20,Serpent's Tail,Paperback,304,2021,2021,,2022/07/07,to-read,to-read (#216),to-read,,,,0,0
22632,"The Trial and Death of Socrates (Euthyphro, Apology, Crito, Phaedo)",Plato,"Plato, Plato","John M. Cooper, G.M.A. Grube","=""0872205541""","=""9780872205543""",0,4.11,Hackett Publishing Company,,58,2001,-400,,2022/07/07,to-read,to-read (#215),to-read,,,,0,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.37,Beacon Press,Paperback,165,2006,1959,,2022/07/07,to-read,to-read (#214),to-read,,,,0,0
7613,Animal Farm,George Orwell,"Orwell, George","Chris Mould, Αύγουστος Κορτώ, Boris Grabnar, Celâl Üster, Николай Николов, Κυριάκος Ντελόπουλος, Peter Škerl, Pau Masiques, José Manuel Moreno Cidoncha, Τζωρτζ Όργουελ, Celâl Üstüner","=""""","=""""",0,3.98,NAL,Paperback,122,2003,1945,,2022/07/07,to-read,to-read (#213),to-read,,,,0,0
27323,Hiroshima,John Hersey,"Hersey, John",,"=""0679721037""","=""9780679721031""",0,4.01,Vintage,Paperback,152,1989,1946,,2022/07/07,to-read,to-read (#212),to-read,,,,0,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",0,4.11,Knopf,Hardcover,259,2022,2022,,2022/07/07,to-read,to-read (#211),to-read,,,,0,0
58371432,The Book of Cold Cases,Simone St. James,"James, Simone St.",,"=""0440000211""","=""9780440000211""",0,3.80,Berkley,Hardcover,344,2022,2022,,2022/07/07,to-read,to-read (#210),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,2022/07/07,2021/10/14,,,read,,,,1,0
2804722,The History of Western Philosophy,Bertrand Russell,"Russell, Bertrand",,"=""""","=""""",0,4.12,Touchstone,Trade Paperback,895,1972,1945,,2022/07/06,to-read,to-read (#209),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.38,Vintage,Paperback,512,2015,2011,,2021/12/20,to-read,to-read (#208),to-read,,,,0,0
1963638,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,"Singer, Michael A.",,"=""1572245379""","=""9781572245372""",2,4.22,New Harbinger Publications,Paperback,183,2007,2007,2022/07/05,2022/05/31,,,read,The first few chapters were very good! Lost me after that however...,,,1,0
3228658,Stoic Philosophy,John M. Rist,"Rist, John M.",,"=""0521292018""","=""9780521292016""",0,4.17,Cambridge University Press,Paperback,312,1977,1969,,2022/07/02,to-read,to-read (#207),to-read,,,,0,0
2990760,The Stoics,F.H. Sandbach,"Sandbach, F.H.",,"=""0872202534""","=""9780872202535""",0,3.91,"Hackett Publishing Company, Inc.",Paperback,192,1994,1975,,2022/07/02,to-read,to-read (#206),to-read,,,,0,0
774857,"Hellenistic Philosophy: Stoics, Epicureans, Sceptics",Anthony A. Long,"Long, Anthony A.",,"=""0520058089""","=""9780520058088""",0,3.87,University of California Press,Paperback,274,1986,1974,,2022/07/02,to-read,to-read (#205),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",3,4.17,Vintage,Paperback,559,1992,1992,2022/06/28,2021/09/19,,,read,,,,1,0
14622962,"Reflected in You (Crossfire, #2)",Sylvia Day,"Day, Sylvia",,"=""""","=""""",0,4.31,Berkley,Kindle Edition,352,2012,2012,,2022/06/28,to-read,to-read (#204),to-read,,,,0,0
9544,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,"Johnson, Robert A.",,"=""0062507540""","=""9780062507549""",4,3.99,HarperSanFrancisco,Paperback,118,1994,1991,2022/06/27,2022/06/02,,,read,"As someone just getting into psychology, this book presented many new ideas to me. Although I did not agree with all of them as I am not a particularly religious person, I enjoyed the read. As other reviews already stated, I felt as though the book was too short and lacked the necessary depth for this topic.",,,1,0
38728977,"The Molecule of More: How a Single Chemical in Your Brain Drives Love, Sex, and Creativity—and Will Determine the Fate of the Human Race",Daniel Z. Lieberman,"Lieberman, Daniel Z.",Michael E. Long,"=""1946885118""","=""9781946885111""",0,4.16,BenBella Books,Hardcover,240,2018,2018,,2022/06/25,to-read,to-read (#203),to-read,,,,0,0
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,"=""0307346609""","=""9780307346605""",0,4.02,Crown,Hardcover,342,2006,2006,,2022/06/23,to-read,to-read (#202),to-read,,,,0,0
