Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Pull Up (Band)";3;;;12;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Triceps Dip";1;;;10;;;;0;"";;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Triceps Dip";2;;;10;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Triceps Dip";3;;;10;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Push Up";1;;;12;;;;0;"";;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Push Up";2;;;12;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Push Up";3;;;12;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Overhead Press (Barbell)";1;30;lbs;12;;;;0;"";;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Overhead Press (Barbell)";2;40;lbs;12;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Overhead Press (Barbell)";3;40;lbs;10;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Bicep Curl (Dumbbell)";1;15;lbs;12;;;;0;"";;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Bicep Curl (Dumbbell)";2;15;lbs;12;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Bicep Curl (Dumbbell)";3;15;lbs;10;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Lateral Raise (Dumbbell)";1;5;lbs;15;;;;0;"";;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Lateral Raise (Dumbbell)";2;5;lbs;15;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Lateral Raise (Dumbbell)";3;5;lbs;15;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Zottman Curls";1;10;lbs;12;;;;0;"";;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Zottman Curls";2;10;lbs;12;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Zottman Curls";3;10;lbs;12;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Face Pull (Cable)";1;50;lbs;12;;;;0;"";;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Face Pull (Cable)";2;60;lbs;12;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Face Pull (Cable)";3;70;lbs;12;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Triceps Extension";1;40;lbs;12;;;;0;"";;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Triceps Extension";2;50;lbs;12;;;;0;;;1h 13m
2023-06-03 07:08:52;"Triceps, Biceps & Shoulders";"Triceps Extension";3;50;lbs;12;;;;0;;;1h 13m
